Sample ID,Structure,Sample Name,Drug Name,NCGC Unique ID,Primary Mechanism of Action,Gene Symbol
NCGC00189393-03,FC1=C(C=C(NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C=C1)C(F)(F)F,NCGC00189393-02,,WMCOYUSJXXCHFH,BLM inhibitor,BLM
NCGC00093704-11,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,CYCLOSPORINE,,PMATZTZNYRCHOR,immunosuppressant,
NCGC00263175-01,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)C2=CC=CC=C2,Tosedostat;BB-76163/CHR-2797,,FWFGIHPGRQZWIW,Aminopeptidase N Inhibitor,ANPEP
NCGC00168108-02,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3[N]2CCNC4=O,AG-14361;TBI-361???,,SEKJSSBJKFLZIT,PARP-1 Inhibitor,PARP1
NCGC00346971-01,CCOC(=O)N1CCN(CC1)[N+](/[O-])=N/OC2=C(C=C(C(=C2)O\N=[N+]([O-])\N3CCN(CC3)C(=O)OCC)[N+]([O-])=O)[N+]([O-])=O,Double JS-K,,PLJOHHDIEPULOP,nitric oxide donors,
NCGC00168759-04,OC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C3=CC=CC=C3F,,,OOUGLTULBSNHNF,CFTR-G542X nonsense allele inhibitor,CFTR
NCGC00263114-01,COC1=CC=C2[C@@H]([C@@H](CCC2=C1)CN(C)CC(O)=O)C3=CC=CC=C3,SCH-900435;Org-25935,,UEBBYLJZCHTLEG,Glycine Transporter 1 (GlyT-1) Inhibitor,SLC6A9
NCGC00018193-06,FC(F)(F)C(C=C1)=CC=C1/C(CCCCOC)=N/OCCN,Fluvoxamine,"NCGC00021870-05;Fluvoxamina;NCGC00021870-04;CIPLUS_682604;NCGC00093897-01;NCGC00021870-02;Fluvoxamine;Fluvoxamine maleate;NCGC00015431-02;FLUVOXAMINE;CIPLUS_181936;LS-101999;fluvoxaminum;FLUVOXAMINE MALEATE;DU-23000;1-Pentanone, 5-methoxy-1-(4-(trifluoromethyl)phenyl)-, O-(2-aminoethyl)oxime, (E)-;Fluvoxamine, (Z)-Isomer;luvox;(E)-5-Methoxy-1-[4-(trifluoromethyl)phenyl]-1-pentanone-O-(2-aminoethyl)oxime maleate;Fluvoxaminum;5-METHOXY-4'-(TRIFLUOROMETHYL)VALEROPHENONE-(E)-O-(2-AMINOETHYL)OXIME MALEATE (1:1);Luvox;CIPLUS_184080;fluvoxamine;NCGC_Prestw-995;LS-102000;NCGC00015431-01;LS-178072;",CJOFXWAVKWHTFT,5-HT Reuptake Inhibitor,HTR1A
NCGC00346968-01,CN(C)/[N](O)=N/OC1=CC(=C(C=C1[N+]([O-])=O)[N+]([O-])=O)O/N=[N+]([O-])/N2CCN(CC2)C(=O)C3=CC(=CC=C3F)C/C4=N/NC(=O)C5=CC=CC=C45,JS-65-103,,BPXMEEZAQCQENP,nitric oxide donors,
NCGC00263539-03,ClC1=CC2=C(CC(=O)N2)C=C1CCN3CCN(CC3)C4=NSC5=CC=CC=C45,Ziprasidone hydrochloride,,MVWVFYHBGMAFLY,5-HT2A Antagonists?,HTR2A
NCGC00014670-16,ClC1=CC2=C(C=C1)N(C3CCN(CCCN4C(=O)NC5=C4C=CC=C5)CC3)C(=O)N2,DOMPERIDONE,,FGXWKSZFVQUSTL,Dopamine Receptor Antagonist,DRD1
NCGC00346439-01,COC1=CC2=C(C=C1)C(CN(C)C2)C3=CC=C(Cl)C(=C3)Cl,Diclofensine,,ZJDCGVDEEHWEIG,Dopamine Transporter (DAT) Inhibitor,SLC6A3
NCGC00159453-06,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1,Zileuton;A-64077/ABT-077,,MWLSOWXNZPKENC,5-Lipoxygenase Inhibitor,ALOX5
NCGC00263135-01,CC(C)(C)COC1=C(C=C(C=C1)[N]2C=C(C=N2)C(O)=O)C#N,Piraxostat,,AETHRPHBGJAIBT,Xanthine Oxidase Inhibitor,XDH
NCGC00263281-01,O=C(C1CC1)N2CC[C@H](C2)C[N]3C4=CC=NC=C4N=C3C5=CC=C(C=C5)C6=CC=C7OC=CC7=C6,GSK-1995010,,MXQGGBTXHJSPPG,FAS inhibitor,FAS
NCGC00095089-11,OC(C[N]1C=NC=N1)(C[N]2C=NC=N2)C3=CC=C(F)C=C3F,FLUCONAZOLE,,RFHAOTPXVQNOHP,Antifungal Agent,
NCGC00142615-03,OC1=CC([C@H](CNC)O)=CC=C1O,Epinephrine,"CIPLUS_181159;EPINEPHRINE UNDECYLENATE;NCGC00015417-01;LS-1354;LS-156;NCGC00162177-01;Adrenalin chloride;CIPLUS_758742;(-)-Epinephrine (+)-bitartrate salt;(-)-3,4-DIHYDROXY-.ALPHA.-((METHYLAMINO)METHYL)BENZYL ALCOHOL (+)-TARTRATE (1:1) SALT.;racepinefrine;Epinefrina;L-ADRENALINE;racepinefrinum;(-)-adrenaline tartrate;ADRENALINE HYDROCHLORIDE, DL-;Epinephrine bitartrate;Racepinefrina;adrenaline sulfate;(+/-)-Epinephrine;NCGC00093902-01;(+/-)-3,4-Dihydroxy-alpha-(methylaminomethyl)benzyl alcohol;(-)-Epinephrine;Adrenaline bitartrate;Benzyl alcohol, 3,4-dihydroxy-alpha-((methylamino)methyl)-, (-)-, tartrate (1:1), (+)-;L-3,4-Dihydroxy-alpha-(methylaminomethyl)benzyl alcohol D-hydrogen bitartrate salt;DL-ADRENALINE HYDROCHLORIDE;(-)-3,4-DIHYDROXY-.ALPHA.-((METHYLAMINO)METHYL)BENZYL ALCOHOL;Benzyl alcohol, 3,4-dihydroxy-alpha-((methylamino)methyl)-, (+-)-;RACEPINEPHRINE;Epinephrin;Epinephrine Hydrochloride;CIPLUS_148739;EPINEPHRINE;(?)-Adrenalin hydrochloride;CIPLUS_152179;Racepinephrine Hcl;EPINEPHRINE HYDROCHLORIDE;EPINEPHRINE BITARTRATE;LS-42883;4-((1R)-1-HYDROXY-2-(METHYLAMINO)ETHYL)BENZENE-1,2-DIOL;NCGC00094666-02;NCGC00094666-01;L-Epinephrine D-hydrogentartrate;Adrenaline-L Bitartrate;4-[1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol;dl-Adrenaline;(R)-(-)-3,4-Dihydroxy-alpha-(methylaminomethyl)benzyl alcohol;Racepinefrinum;CIPLUS_3883737;Adrenalin;ADRENALINE BITARTRATE;RACEPINEFRINE;1,2-benzenediol, 4-(1-hydroxy-2-(methylamino)ethyl)-, hydrochloride, (r)- (9ci);LS-42887;RACEPINEPHRINE HYDROCHLORIDE;Epinephrine hydrochloride;3,4-DIHYDROXYA-((METHYLAMINO)METHYL)BENZYL ALCOHOL, L-;(+/-)-Epinephrine hydrochloride;ADRENALIN;L-Epinephrine;1,2-BENZENEDIOL, 4-(1-HYDROXY-2-(METHYLAMINO)ETHYL)-, (R)-, (R-(R*,R*))-2,3-DIHYDROXYBUTANEDIOATE (1:1) (SALT);Epinephrine Bitartrate;CIPLUS_151790;Sphygmogenin;Epinephrine;HS_544;Epinephrinum;(2R,3R)-2,3-DIHYDROXYSUCCINIC ACID - 4-((1R)-1-HYDROXY-2-(METHYLAMINO)ETHYL)BENZENE-1,2-DIOL (1:1);L-Adrenaline (+)-bitartrate salt;NCGC00142615-05;CIPLUS_148607;NCGC00142615-06;CIPLUS_748688;NCGC00142615-04;(-)-Epinephrine bitartrate;CIPLUS_148608;Benzyl alcohol, 3,4-dihydroxy-alpha-((methylamino)methyl)-, hydrochloride, (-)-;epinephrine;CIPLUS_152703;CIPLUS_152704;3,4-Dihydroxy-alpha-(methylaminomethyl)benzyl alcohol;DL-Adrenaline;Asmatane mist;CIPLUS_666031;(+/-)-Adrenalin;epinephrinum;(?)-Epinephrine hydrochloride;4-(1-Hydroxy-2-;L-Adrenaline;ADRENALINUM;(-)-Adrenalin;L-(-)-EPINEPHRINE;1,2-Benzenediol, 4-(1-hydroxy-2-(methylamino)ethyl)-, (R)-;1,2-BENZENEDIOL, 4-((1R)-1-HYDROXY-2-(METHYLAMINO)ETHYL)-;L-Adrenaline D-hydrogentartrate;NCGC00016147-01;NCGC00093916-01;NCGC_SIGMA_E1635;1,2-BENZENEDIOL, 4-(1-HYDROXY-2-(METHYLAMINO)ETHYL)-, (R)-;",UCTWMZQNUQWSLP,alpha/beta-adrenoceptor agonist,ADRA1A
NCGC00025325-03,O[C@H]1C[C@H](OCC2=CC=C(C=C2)C3=CC=CC=C3)[C@H](CC\C=C/CCC(O)=O)[C@H]1N4CCCCC4,GR-32191B,,GQGRDYWMOPRROR,Prostanoid TP Antagonist,TBXA2R
NCGC00253658-02,CN(C)[C@@H](CCOC1=CC=CC2=C1C=CC=C2)C3=CC=CC=C3,Dapoxetine hydrochloride (Priligy),,USRHYDPUVLEVMC,Serotonin Transporter (SERT) Inhibitor,SLC6A4
NCGC00015856-08,O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O.CN1CCN(CC1)CCCN2c4ccccc4Sc3ccc(Cl)cc23,Prochlorperazine dimaleate,,WIKYUJGCLQQFNW,Dopamine D2 Antagonist,DRD2
NCGC00079434-03,C[S+]([O-])(=O)N(CC(O)C[N]1C2=CC=CC=C2C3=CC=CC=C13)CC4=CC=CO4,,,OQAFDLPAPSSOHY,Cryptochrome Activator,
NCGC00346464-01,CON(C)C(=O)N1\N=C(/S[C@]1(CCCN)C2=CC=CC=C2)C3=CC(=CC=C3F)F,ARRY-520,,LLXISKGBWFTGEI,Kinesin-Like Spindle Protein Inhibitor,KIF11
NCGC00263144-02,COC1=CC(=CC=C1NC2=NC=C(Cl)C(=N2)OC3=CC(=CC=C3)NC(=O)C=C)N4CCN(C)CC4,WZ-4002,,ITTRLTNMFYIYPA,EGFR (HER1; erbB1) Inhibitor,EGFR
NCGC00263215-02,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)\C=C/C4=C3C5=CC(=CC=C5N=C4)C6=CN=C7C=CC=CC7=C6)C(F)(F)F,Torin 1,,AKCRNFFTGXBONI,mTOR inhibitor,MTOR
NCGC00346590-01,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,Dihydroartemisinin (DHA),,BJDCWCLMFKKGEE,antimalarial agents,
NCGC00015950-07,OC1=C(Cl)C=C(N\C2=C(\C(=O)NC2=O)C3=C(C=CC=C3)[N+]([O-])=O)C=C1,SB 415286,,PQCXVIPXISBFPN,GSK-3 inhibitor,GSK3B
NCGC00242482-01,ClC1=CC=CC(=C1)NC(=O)NC2=NC=C(CCNC3=NC=NC4=C3SC=C4)S2,SNS-314,,FAYAUAZLLLJJGH,Aurora-A/B/C Kinase Inhibitor,AURKA
NCGC00188380-01,COC1=CC(=C(F)C(=C1N[S+]([O-])(=O)C2(CC2)C[C@H](O)CO)NC3=C(F)C=C(I)C=C3)F,RDEA-119;AR-119;BAY-86-9766,,QXLZZQSWYQRQEM,Mek 1/2 inhibitor,MAP2K1
NCGC00345781-01,OC[C@H]1O[C@H]([C@@H](F)[C@@H]1O)N2\C=C/C(=O)NC2=O,1-(2 -Deoxy-2 -fluoro-b-D-arabinofuranosyl)uracil,,UIYWFOZZIZEEKJ,DNA-Intercalating Drugs,
NCGC00094763-03,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)NC([C@@H](C)O)C(=O)N[C@H](CCN)C(=O)N[C@@H]1CCNC(=O)C(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,Polymyxin B sulphate,,WQVJHHACXVLGBL,Peptide Antibiotic,
NCGC00263168-01,CC(C)CC(=O)NC1=N[NH]C2=C1CN(C(=O)C3CCN(C)CC3)C2(C)C,PHA-793887,,HUXYBQXJVXOMKX,"CDK1,2,3,4,5 Inhibitor",CDK1
NCGC00016446-12,CC1=NC=C([N]1CCO)[N+]([O-])=O,METRONIDAZOLE,,VAOCPAMSLUNLGC,Antibiotic,
NCGC00346691-01,CC1=C(CC2=CC=C(S2)C3=CC=C(F)C=C3)C=C(C=C1)[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O,Canagliflozin,,XTNGUQKDFGDXSJ,SGLT-2 inhibitor,
NCGC00263207-01,OC[C@H](CC1=CC=CC=C1)NC2=NC(=NC3=C2N=C[N]3CC4=CC=C(C=C4)C5=CC=CC=C5)OC6=CC7=C(CCC7)C=C6,QS11,,DOKZLKDGUQWMSX,ADP-ribosylation factor GTPase activating protein 1 inhibitor,ARF1
NCGC00165761-02,CC1=CC=C2N=C(NCCN)C3=NC=C(C)[N]3C2=C1,BMS345541,,PSPFQEBFYXJZEV,IKK beta inhibitor,IKBKB
NCGC00162381-03,[H][C@]12[C@H](OC(=O)CCCCCCC)[C@@H](OC(=O)C(\C)=C/C)C(C)=C1[C@@H]3OC(=O)[C@@](C)(O)[C@@]3(O)[C@H](C[C@]2(C)OC(C)=O)OC(=O)CCC,THAPSGARGIN,CIPLUS_188477;Thapsigargin;LS-176600;NCGC00162381-04;NCGC00162381-03;THAPSGARGIN;NCGC00162381-02;NCGC00094500-01;NCGC00162381-01;NCGC00016060-01;,IXFPJGBNCFXKPI,PKC Activator,PRKCA
NCGC00163633-03,COC1=C(OC)C=C(CC2NCCC3=C2C=C(OC)C(=C3)OC)C=C1,Tetrahydropapaverine hydrochloride,,YXWQTVWJNHKSCC,neurtotoxic,
NCGC00091533-11,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=CC=C34)O)[C@@H]1CC[C@@]2(O)C#C,Ethinyl Estradiol,,BFPYWIDHMRZLRN,Estrogen Receptor (ER) Agonist,ESR1
NCGC00161327-05,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2C(/CCC[C@]12C)=C/C=C3/C[C@@H](O)C[C@H](O)C3=C,Calcitriol (Rocaltrol),,GMRQFYUYWCNGIN,Vitamin D Analog,VDR
NCGC00183095-01,O=C(N)C(C3=O)=C(O)[C@@H](N(C)C)[C@]4([H])C[C@](C2=C(O)[C@]34O)([H])CC1=C(C2=O)C(O)=C(NC(CNC(C)(C)C)=O)C=C1N(C)C,Tigecycline,"Tigecycline;tigecycline;TIGECYCLINE;TetX protein, Bacillus fragilis;tigecycline 11a-hydroxylase, Bacillus fragilis;GAR-936;CL-346635;4,6-BIS(DIMETHYLAMINO)-9-((((DIMETHYLETHYL)AMINO)ACETYL)AMINO)-1,4,4A,5,5A,6,11,12A-OCTAHYDRO-3,10,12,12A-TETRAHYDROXY-1,11-DIOXO-2-NAPHTHACENECARBOXAMIDE;2-NAPHTHACENECARBOXAMIDE, 4,7-BIS(DIMETHYLAMINO)-9-((((1,1-DIMETHYLETHYL)AMINO)ACETYL)AMINO)-1,4,4A,5,5A,6,11,12A-OCTAHYDRO-3,10,12,12A-TETRAHYDROXY-1,11-DIOXO-, (4S,4AS,5AR,12AS)-;TBG-MINO;CIPLUS_736709;GAR 936;WAY-156936;9-(tert-butylglycylamido)minocycline;Tygacil;",FPZLLRFZJZRHSY,glycylcycline antibiotics,
NCGC00163510-03,OCC1=CC2=C(C(=C1)O)C(=O)C3=C(C=CC=C3O)C2=O,Aloe-emodin,,YDQWDHRMZQUTBA,Caspase 3 Activators,CASP3
NCGC00159438-02,O=C(O)C(CC[Se]C)N,Selenomethionine,"BUTANOIC ACID, 2-AMINO-4-(METHYLSELENO-(SUP 75)SE)-, (S)-;(S)-2-AMINO-4-(METHYLSELENYL-(SUP 75)SE)BUTYRIC ACID;Sethotope;Selenomethioninum (75 Se);Selenomethionine Hydrochloride, (S)-Isomer;Selenometionina (75 Se);Selenomethionine, (S)-Isomer;NCGC00159438-03;SELENOMETHIONINE, DL-;selenomethionine (75 Se);Butanoic acid, 2-amino-4-(methylseleno)-;SELENOMETHIONINE, SE-75;selenomethioninum (75Se);Selenomethionine, (R)-Isomer;SELENOMETHIONINE, L-;CIPLUS_208331;Seleno-DL-methionine;SELENOMETHIONINE SE 75;CIPLUS_710865;(S)-2-Amino-4-(methylseleno)butyric acid;CIPLUS_682499;CIPLUS_160576;Se 75, Selenomethionin;SELENOMETHIONINE (75 SE);Selenomethionine, (+,-)-Isomer;Selenomethionine se 75;Seleno-D, L-methionine;Selenomethionine;DL-Selenomethionine-13C1 (methyl-13C1);Seleno-L-methionine;CIPLUS_158422;SELENOMETHIONINE, L-, SE-75;",RJFAYQIBOAGBLC,dietary supplement,
NCGC00242512-01,CC\C=C/C[C@@H]1[C@H](CCC1=O)CC(=O)OC,methyl jasmonate,,GEWDNTWNSAZUDX,cytochrome c release inducer,
NCGC00161418-02,CCC1=CC=C(OCC2=C(C=CC=C2)C(=O)NC3=CC4=C(C=C3)N=C(C)C=C4N)C=C1,JTC-801,,VTGBZWHPJFMTKS,"ORL1 (OP4, NOP) Antagonists",OPRL1
NCGC00344081-02,CC1=CC=CC(=C1)NC2=NC(=CS2)C3=CC=NC=C3,STF-62247,,KATNUHQNJGNLPW,Renal cell growth inhibition,
NCGC00346712-01,COC(=O)CCC1=C(C)C2=CC3=NC(=CC4=C(C)C(=C([NH]4)C=C\5N=C(C=C1[NH]2)\C(=C5C)CCC(O)=O)C=C)\C6=C\C=C(/[C@@H](C(=O)OC)[C@@]36C)C(=O)OC,Verteporfin (Visudyne),,YTZALCGQUPRCGW,photosensitizer,
NCGC00263944-01,NC[C@H]1O[C@H](O[C@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,KANAMYCIN A SULFATE,,SBUJHOSQTJFQJX,30S Ribosomal Protein Inhibitors,
NCGC00346685-01,CCC1=C(CC(=O)N(CCOC)CCOC)C(=C(O)C=C1O)C(=O)C2=CC=C(OCCN3CCOCC3)C(=C2)OC,KW-2478,,VFUXSYAXEKYYMB,Heat Shock Protein 90 (hsp90) Inhibitor,HSP90AB1
NCGC00015619-09,C4(=C1C3=C(CCC2=C1C=CC(Cl)=C2)C=CC=N3)CCN(C(=O)OCC)CC4,Loratadine,"NCGC00023125-04;Loratadine W/Pseudo;Sch-434;NCGC00023125-06;SCH-29851;NCGC00023125-05;NCGC00023125-07;NCGC00023125-02;Sch2985;4-(8-Chloro-5,6-dihydro-11H-benzo[5,6]cyclohepta[1,2-b]pyridin-11-ylidene-1-piperidinecarboxylic acid ethyl ester;Sch 2985;Loratadine Hydrochloride;CLARITIN REDITABS;4-(8-chloro-5,6-dihydro-11H-benzo[5,6]cycloheptal[1,2-b]pyridin-11-ylidene-1-piperidinecarboxylic acid ethyl ester;LS-178513;HS_40;HS_847;Loratadine;CIPLUS_707916;Claritin;1-Piperidinecarboxylic acid, 4-(8-chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-, ethyl ester;Alavert;Wyeth Brand of Loratadine;Loratidine;Clarium;NCGC00015619-01;HS_848;HS_334;CIPLUS_192028;loratadine;WHO NO. 5864;Sch 434;loratadinum;LORATADINE;4-(8-Chloro-5,6-dihydro-11H-benzo(5,6)cyclohepta(1,2-b)pyridin-11-ylidene)-1-piperidinecarboxylic Acid Ethyl Ester;Loratadine Wyeth Bran;Sch-29851;LS-114660;8-CHLORO-6,11-DIHYDRO-11-(1-ETHOXYCARBONYL-4-PIPERIDYLIDENE)-5H-BENZO(5,6)CYCLOHEPTA(1,2-B)PYRIDINE;PSEUDOEPHEDRINE SULFATE;",JCCNYMKQOSZNPW,Histamine H1 Receptor Antagonists,HRH1
NCGC00183837-01,Fc1ccc(cc1)N2CCN(CC2)CCCC(=O)NC3c5ccccc5SCc4ccccc34,Monatepil,"CIPLUS_696267;AJ 2615;MONATEPIL;monatepil, (S)-isomer;monatepil, (+-) monatepil;LS-172819;LS-172817;Monatepil Maleate;monatepil maleate;LS-173001;maleate;LS-171860;11-((4-(4-(4-fluorophenyl)-1-piperazinyl)butyryl)amino)-6,11-dihydrodibenzo(b,e)thiepin maleate;1-Piperazinebutanamide, N-(6,11-dihydrodibenzo(b,e)thiepin-11-yl)-4-(4-fluorophenyl)-, (Z)-2-butenedioate (1:1);CIPLUS_3853864;MONATEPIL MALEATE;monatepil;Monatepil maleate;CIPLUS_197056;monatepil x maleate;monatepil, (R)-isomer;monatepilum;LS-173055;AJ-2615;N-(6,11-DIHYDRODIBENZO(B.E)THIEPIN-11-YL)-4-(4-FLUOROPHENYL)-1-PIPERAZINEBUTYRAMIDE MALEATE, DL-;LS-173056;",WFNRNNUZFPVBSM,Calcium Channel Blocker,
NCGC00014926-03,NC(=O)C1=C(N)[N](CC2=CC(=C(C(=C2)Cl)C(=O)C3=CC=C(Cl)C=C3)Cl)N=N1,"L-651,582",,WNRZHQBJSXRYJK,Calcium Channel Blocker,
NCGC00024547-06,OC1=C2O[C@H]3C4=C(C[C@@]5(O)[C@H]6CC(=C2[C@@]35CCN6CC7CC7)C=C1)C8=C([NH]4)[C@@H]9OC%10=C%11C(=CC=C%10O)C[C@H]%12N(CC[C@@]9%11[C@@]%12(O)C8)CC%13CC%13,nor-Binaltorphimine dihydrochloride,,APSUXPSYBJVPPS,Opioid receptor antagonist,
NCGC00346678-01,CC(C)C1=C(O)C=C(O)C(=C1)C/2=N/NC(=O)N2C3=CC4=C(C=C3)[N](C)C=C4,Ganetespib (STA-9090),,RVAQIUULWULRNW,Heat Shock Protein 90 (hsp90) Inhibitor,HSP90AB1
NCGC00346576-01,NC(=O)C1=C2[NH]C(=NC2=CC=C1)C3=CC=C(C=C3F)[C@H]4CCCN4,A-966492,,AHIVQGOUBLVTCB,PARP-1 Inhibitor,PARP1
NCGC00347936-01,[O-][S+](=O)(N1CCCCCC1)C2=CC(=CC=C2)C(=O)NC3=CC=CC(=C3)Br,,,ZRPVKNCEXWKJMU,Histone Deacetylase SIRT2 Inhibitors,SIRT2
NCGC00093354-09,NC(=O)C1=CC=CN=C1,NIACINAMIDE,,DFPAKSUCGFBDDF,Vitamin,
NCGC00346700-01,COC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)C3=CC=C(Cl)C=C3)OC,A-803467,,VHKBTPQDHDSBSP,Nav1.8 (SNS/PN3) Sodium Channel Blockers,SCN10A
NCGC00346992-01,NC1CCC(CC1)NC2=NC3=C(N=C[N]3C4=CC=CC(=C4)F)C(=N2)NC5=CC=C(C=C5)C(=O)N6CCCCC6,,,KRCOMOOXOZSNAJ,Calcium Dependent Protein Kinase (CDPK) 1 Inhibitor,
NCGC00015810-13,COC1=C(OC)C=C(CC2=C3C=C(OC)C(=CC3=CC=N2)OC)C=C1,PAPAVERINE HYDROCHLORIDE,,XQYZDYMELSJDRZ,Phosphodiesterase X (PDE10) inhibitor,PDE10A
NCGC00016611-09,CCCCOC1=CC=C(CC(=O)NO)C=C1,BUFEXAMAC,,MXJWRABVEGLYDG,non-steroidal antiinflammatory,
NCGC00346596-01,[O-][N+]12CCC[C@H]3CN4[C@H](CCCC4=O)[C@@H](CCC1)[C@@H]23,Oxymatrine (Matrine N-oxide),,XVPBINOPNYFXID,mu/kappa-Opioid Agonists,OPRM1
NCGC00346608-01,CC(C)(O)[C@H]1CC[C@](C)(O1)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H]4C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]6C(C)(C)[C@H](CC[C@@]67C[C@@]47CC[C@]23C)O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O,Astragaloside A,,QMNWISYXSJWHRY,treatment of degenerative bone diseases,
NCGC00015185-04,CC(CC1=CC(=C(O)C=C1)O)(NN)C(O)=O,CARBIDOPA,,TZFNLOMSOLWIDK,decarboxylase inhibitor,
NCGC00347948-01,CC1=CC=C2N=C(NC(=O)CS\C3=N\C4=C(\SCC4)C(=O)N3C5=CC=CC=C5)SC2=C1,,,WRKPZSMRWPJJDH,Porcupine (Wnt) Inhibitor,
NCGC00344623-02,O=C(N1CCC(CC1)N2CCCC2)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6,,,PQOOIERVZAXHBP,L3MBTL3 methyllysine (Kme) reader domain inhibitor,
NCGC00346877-01,CNC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(C)C)[C@H](CSC2=CC=CS2)C(=O)NO,Batimastat,,XFILPEOLDIKJHX,MMP Inhibitor,MMP1
NCGC00253867-01,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(N)C3=C2OCC3)Cl,,,ZPMNHBXQOOVQJL,5-HT4 Agonists,HTR4
NCGC00346738-01,CC(C)C[C@H](CN)CC(O)=O,Pregabalin,,AYXYPKUFHZROOJ,L-type Ca2+ channel blocker,
NCGC00163135-04,COC(=O)C/1=C(C)/N/C(=C(\C1C2=CC(=CC=C2)[N+]([O-])=O)C(=O)OCCCN3CCC(CC3)(C4=CC=CC=C4)C5=CC=CC=C5)C,Niguldipine,NIGULDIPINE,SVJMLYUFVDMUHP,L-type Ca2+ channel blocker,
NCGC00178734-03,N[C@@H](CC(=O)N1CC[N]2C(=NN=C2C(F)(F)F)C1)CC3=C(F)C=C(F)C(=C3)F,SITAGLIPTIN,,MFFMDFFZMYYVKS,Dipeptidyl Peptidase IV (CD26; DPP-IV; DP-IV) Inhibitor,DPP4
NCGC00018102-06,Fc1ccc(cc1)C(c2ccc(F)cc2)N3CCN(CC3)C/C=C/c4ccccc4,Flunarizine,"Hydrochloride, Flunarizin;flunarizinum;NCGC_Prestw-312;FLUNARIZINE DIHYDROCHLORIDE;1-[Bis(4-fluorophenyl)methyl]-4-(3-phenyl-2-propenyl)piperazine dihydrochloride;Flunarizinum;NCGC00015449-01;Flunarizine Hydrochloride;NCGC00024308-06;NCGC00015449-02;NCGC00024308-05;NCGC00024308-02;Dihydrochloride, Flunarizin;NCGC00024308-04;CIPLUS_3741150;NCGC00093920-02;R-14950;NCGC00093920-01;NCGC00093920-03;CIPLUS_3743779;LS-110464;KW-3149;Piperazine, 1-(bis(4-fluorophenyl)methyl)-4-(3-phenyl-2-propenyl)-, (E)-;Flunarizine dihydrochloride;CIPLUS_177014;Flunarizin;Flunarizine Dihydrochloride;Flunarizine hydrochloride;CIPLUS_181267;Flunarizine;Flunarizina;R1495;1-[bis(4-fluorophenyl)methyl]-4-(3-phenyl-2-propenyl)-piperazine dihydrochloride;CIPLUS_3736978;LS-110458;FLUNARIZINE HYDROCHLORIDE;Flu Narizine;FLUNARIZINE;R 1495;Sibelium;flunarizine;",SMANXXCATUTDDT,Calcium Channel Blocker,
NCGC00346555-01,COC1=CC=C(C=C1)[N]2N=C(C(N)=O)C3=C2C(=O)N(CC3)C4=CC=C(C=C4)N5CCCCC5=O,Apixaban,,QNZCBYKSOIHPEH,Coagulation Factor Xa Inhibitor,F10
NCGC00186047-02,OC1=CC=C2C=CC=CC2=C1SSC3=C4C=CC=CC4=CC=C3O,"p21-Activated Kianse Inhibitor III, IPA-3",,RFAXLXKIAKIUDT,p21-Activated Kinase 1 (PAK1) Inhibitors,PAK1
NCGC00167438-02,OC(C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]23CCCC3)(C4=CC=CC=C4)C5=CC=CC=C5,Trospium chloride,,OYYDSUSKLWTMMQ,Muscarinic Antagonists,
